Depth,POINTID,pH_CaCl2,pH_H2O,EC,OC,CaCO3,P,N,K,OC (20-30 cm),CaCO3 (20-30 cm),Ox_Al,Ox_Fe,NUTS_0,NUTS_1,NUTS_2,NUTS_3,TH_LAT,TH_LONG,SURVEY_DATE,Elev,LC,LU,LC0_Desc,LC1_Desc,LU1_Desc,Depth_code,land_use_code,OC_Class,pH_Class,Fertility_Class,photo_path,photo_exists
0-20 cm,45362624,4.7,5.09,48.4,78.3,1.0,36.8,6.4,253.7,13.45,287.5,0.9,1.9,AT,AT2,AT21,AT212,46.69278579,12.80882935,11/6/2018,1019,C31,U120,Woodland,Spruce dominated mixed woodland,Forestry,1,12,High,Acidic,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\AT\453\626\45362624E.jpg,True
0-20 cm,45362638,7.2,7.86,20.1,12.7,34.0,26.5,1.5,29.5,13.45,287.5,0.9,1.9,AT,AT3,AT33,AT333,46.81873947,12.81552096,14-06-18,663,A30,U319,Artificial land,Other artificial areas,"Electricity, gas and thermal power distribution",1,8,Moderate,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\AT\453\626\45362638E.jpg,True
0-10 cm,45362696,3.9,4.62,6.57,82.8,5.0,22.9,5.3,124.2,13.45,287.5,0.9,1.9,AT,AT3,AT32,AT322,47.34044954,12.84368625,12/7/2018,11276,E10,U111,Grassland,Grassland with sparse tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),0,3,High,Acidic,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\AT\453\626\45362696E.jpg,True
0-20 cm,45382662,5.9,6.52,5.45,12.3,1.0,26.5,0.9,153.0,13.45,287.5,0.9,1.9,AT,AT2,AT21,AT212,47.03394887,12.85336413,26-07-18,1266,C31,U120,Woodland,Spruce dominated mixed woodland,Forestry,1,12,Moderate,Neutral,Moderate,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\AT\453\826\45382662E.jpg,True
0-20 cm,45402624,4.8,5.14,46.6,52.3,1.0,25.0,3.5,121.7,13.45,287.5,0.9,1.9,AT,AT2,AT21,AT212,46.69141074,12.86104179,11/6/2018,1198,C31,U120,Woodland,Spruce dominated mixed woodland,Forestry,1,12,High,Acidic,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\AT\454\026\45402624E.jpg,True
0-20 cm,45402772,6.9,7.25,32.46,62.0,11.0,24.0,7.1,146.1,13.45,287.5,1.5,3.8,AT,AT3,AT32,AT323,48.0224279,12.93527024,1/6/2018,448,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),1,3,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\AT\454\027\45402772E.jpg,True
0-20 cm,45442740,6.3,6.94,52.6,106.9,17.0,26.5,7.0,97.5,13.45,287.5,0.9,1.9,AT,AT3,AT32,AT323,47.73328877,12.97206578,30-05-18,637,C31,U120,Woodland,Spruce dominated mixed woodland,Forestry,1,12,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\AT\454\427\45442740E.jpg,True
0-20 cm,45442766,3.4,3.98,13.31,80.6,5.0,18.4,5.0,99.1,13.45,287.5,0.9,1.9,AT,AT3,AT32,AT323,47.96704562,12.98566922,1/6/2018,432,C21,U120,Woodland,Spruce dominated coniferous woodland,Forestry,1,12,High,Acidic,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\AT\454\427\45442766E.jpg,True
0-20 cm,45462760,5.0,5.66,10.94,25.6,5.0,24.7,3.0,153.4,13.45,287.5,0.9,1.9,AT,AT3,AT32,AT323,47.91237505,13.00923883,1/6/2018,657,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),1,3,High,Neutral,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\AT\454\627\45462760E.jpg,True
0-20 cm,45462768,5.3,5.68,25.54,33.5,5.0,16.6,4.1,81.8,13.45,287.5,0.9,1.9,AT,AT3,AT32,AT323,47.98429539,13.01348275,8/6/2018,425,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),1,3,High,Neutral,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\AT\454\627\45462768E.jpg,True
0-20 cm,45482622,5.2,5.61,26.7,50.2,5.0,11.2,3.5,89.5,13.45,287.5,0.9,1.9,AT,AT2,AT21,AT212,46.67059222,12.96445362,15-06-18,771,C31,U120,Woodland,Spruce dominated mixed woodland,Forestry,1,12,High,Neutral,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\AT\454\826\45482622E.jpg,True
0-20 cm,45482700,3.7,4.21,23.6,62.4,1.0,26.7,4.6,83.6,13.45,287.5,0.9,1.9,AT,AT3,AT32,AT322,47.37215918,13.00433319,22-05-18,1237,C21,U120,Woodland,Spruce dominated coniferous woodland,Forestry,1,12,High,Acidic,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\AT\454\827\45482700E.jpg,True
0-20 cm,45482768,5.1,5.6,31.39,28.0,5.0,42.6,3.4,142.6,13.45,287.5,0.9,1.9,AT,AT3,AT32,AT323,47.98355852,13.04024258,1/6/2018,630,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),1,3,High,Neutral,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\AT\454\827\45482768E.jpg,True
0-20 cm,45502692,4.9,5.33,55.65,43.0,5.0,42.5,4.7,66.6,13.45,287.5,0.9,1.9,AT,AT3,AT32,AT322,47.29948446,13.02658707,22-05-18,916,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),1,3,High,Acidic,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\AT\455\026\45502692E.jpg,True
0-20 cm,45502702,4.8,5.5,7.14,16.8,5.0,26.5,1.9,90.5,13.45,287.5,0.9,1.9,AT,AT3,AT32,AT322,47.38941082,13.03182701,22-05-18,1258,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),1,3,Moderate,Neutral,Moderate,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\AT\455\027\45502702E.jpg,True
0-20 cm,45522750,6.5,6.95,42.09,49.2,5.0,35.8,5.3,321.9,13.45,287.5,0.9,1.9,AT,AT3,AT32,AT323,47.82024887,13.08397959,30-05-18,576,E30,U111,Grassland,Spontaneously re-vegetated surfaces,Agriculture (excluding fallow land and kitchen gardens),1,3,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\AT\455\227\45522750E.jpg,True
0-20 cm,45542620,4.7,5.16,41.06,58.1,5.0,18.0,6.4,108.6,13.45,287.5,0.9,1.9,AT,AT2,AT21,AT212,46.65041528,13.04170233,11/6/2018,686,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),1,3,High,Acidic,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\AT\455\426\45542620E.jpg,True
0-20 cm,45542694,4.9,5.21,61.37,36.2,5.0,19.7,4.6,141.4,13.45,287.5,1.5,7.1,AT,AT3,AT32,AT322,47.31598608,13.08046439,23-05-18,885,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),1,3,High,Acidic,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\AT\455\426\45542694E.jpg,True
0-20 cm,45542782,3.3,3.83,13.88,68.5,2.0,57.5,4.0,60.4,13.45,287.5,0.9,1.9,AT,AT3,AT31,AT311,48.10715459,13.12824574,1/6/2018,447,C10,U120,Woodland,Broadleaved woodland,Forestry,1,12,High,Acidic,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\AT\455\427\45542782E.jpg,True
0-20 cm,45542800,6.9,7.45,20.26,23.1,15.0,40.0,2.0,174.9,13.45,287.5,0.9,1.9,AT,AT3,AT31,AT311,48.26894461,13.13825354,8/6/2018,344,D10,U312,Shrubland,Shrubland with sparse tree cover,Road transport,1,21,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\AT\455\428\45542800E.jpg,True
0-20 cm,45562730,5.7,5.98,83.49,50.7,2.0,19.3,6.1,152.1,13.45,287.5,0.9,1.9,AT,AT3,AT32,AT323,47.63892917,13.12636451,22-05-18,466,A30,U319,Artificial land,Other artificial areas,"Electricity, gas and thermal power distribution",1,8,High,Neutral,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\AT\455\627\45562730E.jpg,True
0-20 cm,45562732,7.1,7.41,41.3,66.4,117.0,10.6,5.4,107.0,13.45,287.5,0.9,1.9,AT,AT3,AT32,AT323,47.65691054,13.12745622,22-05-18,484,C31,U120,Woodland,Spruce dominated mixed woodland,Forestry,1,12,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\AT\455\627\45562732E.jpg,True
0-20 cm,45582678,4.5,4.94,49.9,123.8,5.0,51.6,7.3,246.4,13.45,287.5,0.9,1.9,AT,AT3,AT32,AT322,47.17059578,13.12465934,3/7/2018,11369,C21,U120,Woodland,Spruce dominated coniferous woodland,Forestry,1,12,High,Acidic,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\AT\455\826\45582678E.jpg,True
0-20 cm,45582696,7.2,7.61,47.32,37.5,70.0,51.2,3.3,50.3,13.45,287.5,0.9,1.9,AT,AT3,AT32,AT322,47.33246067,13.13437631,23-05-18,806,E10,U111,Grassland,Grassland with sparse tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),1,3,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\AT\455\826\45582696E.jpg,True
0-20 cm,45602672,3.4,4.02,24.4,78.1,1.0,70.4,4.8,108.4,13.45,287.5,0.9,1.9,AT,AT3,AT32,AT322,47.11587638,13.14775102,3/7/2018,1268,C21,U120,Woodland,Spruce dominated coniferous woodland,Forestry,1,12,High,Acidic,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\AT\456\026\45602672E.jpg,True
0-20 cm,45602698,3.9,4.53,27.07,57.4,5.0,29.7,3.4,104.6,13.45,287.5,0.9,1.9,AT,AT3,AT32,AT322,47.34967968,13.16189214,23-05-18,1228,E10,U120,Grassland,Grassland with sparse tree/shrub cover,Forestry,1,12,High,Acidic,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\AT\456\026\45602698E.jpg,True
0-20 cm,45602738,5.0,5.65,13.63,74.4,3.0,10.3,5.7,202.8,13.45,287.5,0.9,1.9,AT,AT3,AT32,AT323,47.70931761,13.18396862,30-05-18,1036,C21,U120,Woodland,Spruce dominated coniferous woodland,Forestry,1,12,High,Neutral,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\AT\456\027\45602738E.jpg,True
0-20 cm,45602780,3.0,4.01,26.2,355.4,1.0,75.6,16.4,272.6,13.45,287.5,0.9,1.9,AT,AT3,AT31,AT311,48.0868632,13.20757721,1/6/2018,550,C21,U120,Woodland,Spruce dominated coniferous woodland,Forestry,1,12,High,Acidic,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\AT\456\027\45602780E.jpg,True
0-20 cm,45622768,4.0,4.41,34.8,52.3,5.0,13.8,4.6,182.4,13.45,287.5,0.9,1.9,AT,AT3,AT32,AT323,47.97821812,13.22754121,29-05-18,545,E30,U120,Grassland,Spontaneously re-vegetated surfaces,Forestry,1,12,High,Acidic,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\AT\456\227\45622768E.jpg,True
0-20 cm,45642652,7.1,7.8,29.55,40.3,74.0,26.5,1.3,49.2,13.45,287.5,0.9,1.9,AT,AT2,AT21,AT212,46.93447096,13.1894286,7/6/2018,684,A21,U330,Artificial land,Non built-up area features,Construction,1,7,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\AT\456\426\45642652E.jpg,True
0-20 cm,45642656,4.5,5.21,10.62,61.1,3.0,11.7,4.6,53.1,13.45,287.5,0.9,1.9,AT,AT2,AT21,AT212,46.97044528,13.19161038,7/6/2018,1150,C31,U120,Woodland,Spruce dominated mixed woodland,Forestry,1,12,High,Acidic,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\AT\456\426\45642656E.jpg,True
0-20 cm,45642688,4.0,4.47,61.78,61.1,5.0,41.8,5.5,203.2,13.45,287.5,0.9,1.9,AT,AT3,AT32,AT322,47.25821271,13.20920368,23-05-18,1202,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),1,3,High,Acidic,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\AT\456\426\45642688E.jpg,True
0-20 cm,45642724,6.9,7.46,23.9,49.6,165.0,13.9,3.3,101.4,13.45,287.5,0.9,1.9,AT,AT3,AT32,AT323,47.58189488,13.22929613,24-05-18,537,C10,U120,Woodland,Broadleaved woodland,Forestry,1,12,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\AT\456\427\45642724E.jpg,True
0-20 cm,45642750,7.2,7.47,39.8,85.8,105.0,10.1,4.0,70.8,13.45,287.5,0.9,1.9,AT,AT3,AT32,AT323,47.8156297,13.24400882,30-05-18,672,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),1,3,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\AT\456\427\45642750E.jpg,True
0-20 cm,45642800,6.5,6.98,32.51,12.2,1.0,82.9,1.9,134.5,13.45,287.5,0.9,1.9,AT,AT3,AT31,AT311,48.26503952,13.27278879,8/6/2018,375,B16,U111,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens),1,3,Moderate,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\AT\456\428\45642800E.jpg,True
0-20 cm,45662730,5.4,5.91,129.3,223.6,4.0,26.3,16.8,268.1,13.45,287.5,0.9,1.9,AT,AT3,AT32,AT323,47.63504693,13.25925234,12/5/2018,1507,C21,U120,Woodland,Spruce dominated coniferous woodland,Forestry,1,12,High,Neutral,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\AT\456\627\45662730E.jpg,True
0-20 cm,45682634,3.9,4.54,24.6,102.7,1.0,24.7,6.1,145.9,13.45,287.5,0.9,1.9,AT,AT2,AT21,AT212,46.77102174,13.23194044,1/6/2018,1448,C21,U120,Woodland,Spruce dominated coniferous woodland,Forestry,1,12,High,Acidic,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\AT\456\826\45682634E.jpg,True
0-20 cm,45682752,4.5,5.01,35.07,39.8,5.0,10.5,4.3,86.3,13.45,287.5,0.9,1.9,AT,AT3,AT31,AT315,47.83201585,13.29850348,30-05-18,544,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),1,3,High,Acidic,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\AT\456\827\45682752E.jpg,True
0-20 cm,45682788,3.0,3.85,19.43,208.1,3.0,44.4,10.6,90.0,13.45,287.5,0.9,1.9,AT,AT3,AT31,AT311,48.15558658,13.31951703,7/6/2018,552,C21,U120,Woodland,Spruce dominated coniferous woodland,Forestry,1,12,High,Acidic,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\AT\456\827\45682788E.jpg,True
0-20 cm,45702780,2.9,3.78,27.0,164.5,5.0,48.4,8.1,117.1,13.45,287.5,0.9,1.9,AT,AT3,AT31,AT311,48.08287618,13.34162619,7/6/2018,677,C31,U120,Woodland,Spruce dominated mixed woodland,Forestry,1,12,High,Acidic,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\AT\457\027\45702780E.jpg,True
0-20 cm,45722612,3.6,4.16,57.0,236.0,1.0,30.4,11.8,258.9,13.45,287.5,0.9,1.9,AT,AT2,AT21,AT212,46.57156268,13.27199429,11/6/2018,1455,C21,U120,Woodland,Spruce dominated coniferous woodland,Forestry,1,12,High,Acidic,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\AT\457\226\45722612E.jpg,True
0-20 cm,45722614,5.4,5.76,57.1,113.1,5.0,21.7,6.8,233.2,13.45,287.5,0.9,1.9,AT,AT2,AT21,AT212,46.58955263,13.27310089,15-06-18,1042,C31,U120,Woodland,Spruce dominated mixed woodland,Forestry,1,12,High,Neutral,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\AT\457\226\45722614E.jpg,True
0-20 cm,45722786,5.1,5.79,18.22,43.1,5.0,17.9,4.9,139.7,13.45,287.5,0.9,1.9,AT,AT3,AT31,AT311,48.13598242,13.37201318,7/6/2018,571,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),1,3,High,Neutral,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\AT\457\227\45722786E.jpg,True
0-20 cm,45742754,4.8,5.26,16.82,39.0,3.0,10.0,3.4,146.3,13.45,287.5,0.9,1.9,AT,AT3,AT31,AT315,47.84755543,13.37971804,30-05-18,670,C31,U120,Woodland,Spruce dominated mixed woodland,Forestry,1,12,High,Acidic,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\AT\457\427\45742754E.jpg,True
0-20 cm,45762794,5.0,5.57,21.1,11.8,5.0,57.1,1.6,146.1,13.45,287.5,0.9,1.9,AT,AT3,AT31,AT311,48.2062195,13.4305462,7/6/2018,463,B16,U111,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens),1,3,Moderate,Neutral,Moderate,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\AT\457\627\45762794E.jpg,True
0-20 cm,45782694,5.1,5.36,97.73,58.7,5.0,74.4,6.3,202.7,13.45,287.5,0.9,1.9,AT,AT3,AT32,AT322,47.30654331,13.39739192,19-06-18,1036,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),1,3,High,Acidic,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\AT\457\826\45782694E.jpg,True
0-20 cm,45782760,6.4,6.72,42.42,319.2,5.0,71.3,21.7,694.9,13.45,287.5,0.9,1.9,AT,AT3,AT31,AT315,47.89982439,13.43670696,2/5/2018,599,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),1,3,High,Neutral,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\AT\457\827\45782760E.jpg,True
0-20 cm,45802718,3.3,4.09,8.67,75.0,3.0,26.5,4.7,85.8,13.45,287.5,0.9,1.9,AT,AT3,AT32,AT323,47.52147178,13.43807033,24-05-18,927,C21,U120,Woodland,Spruce dominated coniferous woodland,Forestry,1,12,High,Acidic,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\AT\458\027\45802718E.jpg,True
0-20 cm,45822828,3.3,4.0,20.6,243.9,5.0,33.0,12.9,140.4,13.45,287.5,0.9,1.9,AT,AT3,AT31,AT311,48.50918011,13.5325144,18-06-18,479,C31,U120,Woodland,Spruce dominated mixed woodland,Forestry,1,12,High,Acidic,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\AT\458\228\45822828E.jpg,True
0-20 cm,45822832,7.3,8.04,11.48,4.2,27.0,44.7,0.4,45.8,13.45,287.5,0.9,1.9,AT,AT3,AT31,AT311,48.54511792,13.53504861,21-05-18,455,E30,U111,Grassland,Spontaneously re-vegetated surfaces,Agriculture (excluding fallow land and kitchen gardens),1,3,Low,Alkaline,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\AT\458\228\45822832E.jpg,True
0-20 cm,45842658,4.6,5.69,8.52,62.6,3.0,23.1,4.2,97.9,13.45,287.5,0.9,1.9,AT,AT2,AT21,AT212,46.98036456,13.45515561,12/6/2018,935,C21,U120,Woodland,Spruce dominated coniferous woodland,Forestry,1,12,High,Neutral,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\AT\458\426\45842658E.jpg,True
0-20 cm,45842740,5.9,6.41,10.98,42.6,5.0,26.5,3.1,97.2,13.45,287.5,0.9,1.9,AT,AT3,AT32,AT323,47.7175344,13.50451974,25-07-18,571,C31,U120,Woodland,Spruce dominated mixed woodland,Forestry,1,12,High,Neutral,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\AT\458\427\45842740E.jpg,True
0-20 cm,45842754,5.8,6.18,10.44,27.7,5.0,26.5,3.2,158.5,13.45,287.5,0.9,1.9,AT,AT3,AT31,AT315,47.84336232,13.51312906,29-05-18,593,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),1,3,High,Neutral,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\AT\458\427\45842754E.jpg,True
0-20 cm,45842800,6.7,7.28,17.86,18.4,1.0,42.3,2.4,156.0,13.45,287.5,0.9,1.9,AT,AT3,AT31,AT311,48.25673808,13.54180049,14-06-18,431,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),1,3,Moderate,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\AT\458\428\45842800E.jpg,True
0-20 cm,45842808,5.3,5.81,22.0,16.3,5.0,13.8,2.0,149.7,13.45,287.5,0.9,1.9,AT,AT3,AT31,AT311,48.32862057,13.54684775,18-06-18,436,B13,U111,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens),1,3,Moderate,Neutral,Moderate,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\AT\458\428\45842808E.jpg,True
0-20 cm,45882618,6.9,7.1,33.8,52.3,5.0,10.0,5.6,96.8,13.45,287.5,1.1,4.4,AT,AT2,AT21,AT212,46.61897682,13.48384238,14-06-18,639,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),1,3,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\AT\458\826\45882618E.jpg,True
0-20 cm,45882676,4.3,4.8,16.86,107.9,5.0,20.2,6.2,104.9,13.45,287.5,0.9,1.9,AT,AT3,AT32,AT321,47.1405132,13.51848206,19-06-18,1362,C21,U120,Woodland,Spruce dominated coniferous woodland,Forestry,1,12,High,Acidic,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\AT\458\826\45882676E.jpg,True
0-20 cm,45902738,3.7,4.18,24.06,486.2,5.0,65.3,21.0,193.6,13.45,287.5,0.9,1.9,AT,AT3,AT31,AT315,47.69697295,13.58310799,25-07-18,1051,E10,U420,Grassland,Grassland with sparse tree/shrub cover,Semi-natural and natural areas not in use,1,22,High,Acidic,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\AT\459\027\45902738E.jpg,True
0-20 cm,45902768,6.4,6.61,72.0,23.8,1.0,85.1,2.9,495.6,13.45,287.5,0.9,1.9,AT,AT3,AT31,AT315,47.9665807,13.60202602,29-05-18,496,B16,U111,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens),1,3,High,Neutral,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\AT\459\027\45902768E.jpg,True
0-20 cm,45922694,6.2,6.46,55.4,57.4,5.0,27.3,3.6,49.4,13.45,287.5,0.9,1.9,AT,AT3,AT32,AT322,47.30060871,13.58221638,19-06-18,1402,C21,U120,Woodland,Spruce dominated coniferous woodland,Forestry,1,12,High,Neutral,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\AT\459\226\45922694E.jpg,True
0-20 cm,45922802,7.0,7.64,23.33,22.3,10.0,30.4,2.6,122.5,13.45,287.5,0.9,1.9,AT,AT3,AT31,AT311,48.27120359,13.65068032,20-06-18,439,B33,U111,Cropland,Soya,Agriculture (excluding fallow land and kitchen gardens),1,3,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\AT\459\228\45922802E.jpg,True
0-20 cm,45962662,5.0,5.59,13.04,43.7,1.0,17.0,4.4,174.8,13.45,287.5,0.9,1.9,AT,AT2,AT21,AT212,47.01118125,13.6150654,14-05-18,1144,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),1,3,High,Neutral,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\AT\459\626\45962662E.jpg,True
0-20 cm,45962734,6.8,7.49,24.2,37.5,92.0,20.6,2.2,219.7,13.45,287.5,0.9,1.9,AT,AT3,AT31,AT315,47.65838088,13.66035556,26-07-18,1026,C10,U111,Woodland,Broadleaved woodland,Agriculture (excluding fallow land and kitchen gardens),1,3,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\AT\459\627\45962734E.jpg,True
0-20 cm,45962820,4.7,5.67,13.08,44.1,5.0,22.7,4.0,218.9,13.45,287.5,0.9,1.9,AT,AT3,AT31,AT311,48.4311225,13.71639425,18-06-18,585,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),1,3,High,Neutral,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\AT\459\628\45962820E.jpg,True
0-20 cm,45982782,3.4,4.05,16.7,118.7,5.0,43.2,7.5,117.1,13.45,287.5,0.9,1.9,AT,AT3,AT31,AT315,48.08881509,13.71817178,4/6/2018,469,C10,U120,Woodland,Broadleaved woodland,Forestry,1,12,High,Acidic,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\AT\459\827\45982782E.jpg,True
0-20 cm,46002792,6.7,6.96,55.5,55.9,22.0,19.5,4.0,177.4,13.45,287.5,0.9,1.9,AT,AT3,AT31,AT311,48.17775205,13.75161667,4/6/2018,428,C31,U120,Woodland,Spruce dominated mixed woodland,Forestry,1,12,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\AT\460\027\46002792E.jpg,True
0-20 cm,46022620,6.2,6.53,18.93,132.3,5.0,26.5,6.2,300.3,13.45,287.5,0.9,1.9,AT,AT2,AT21,AT211,46.63089403,13.66750419,3/7/2018,1072,C21,U120,Woodland,Spruce dominated coniferous woodland,Forestry,1,12,High,Neutral,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\AT\460\226\46022620E.jpg,True
0-20 cm,46022632,4.4,4.77,87.4,129.0,1.0,46.8,7.8,393.2,13.45,287.5,0.9,1.9,AT,AT2,AT21,AT211,46.73879624,13.67497545,9/5/2018,993,C31,U120,Woodland,Spruce dominated mixed woodland,Forestry,1,12,High,Acidic,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\AT\460\226\46022632E.jpg,True
0-20 cm,46022704,3.2,4.07,15.33,145.5,1.0,30.7,8.1,143.3,13.45,287.5,0.9,1.9,AT,AT2,AT22,AT222,47.38606036,13.72063914,21-07-18,1331,C21,U120,Woodland,Spruce dominated coniferous woodland,Forestry,1,12,High,Acidic,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\AT\460\227\46022704E.jpg,True
